glosa,english
holo di 1,whole day 
holo grana 1,wholemeal 
holo munda 1+,world-wide 
holo tem 1++,ever (at all times); forever 
holo-tem,ever (at all times); forever 
homalo G,even; level 
Homarus 1+,lobster 
homeli G,companion 
homeo (=homo) GX,like (similar); rather like 
homi 1++,human; human race; man; mortal; mankind; person 
homi-vora 1,cannibal 
homikla (prefer nebu) G,fog; mist (fog) 
homilo G,crowd (n) 
homo 1++G,same; like (similar); alike; equal (nearly); likeness; rather like; resemble; similar; similarity; very like 
homo-co 1+,similarly 
honesti 1++,honest; honesty; sincere; upright (honest) 
honora 1++,honor; honour; honesty; respect 
honora-abili 1++,honorable; honourable 
honori (=honora) 1X,honor; honour; honesty; respect 
hopli (=hoplo) 1GX,armor; weapon 
hoplo 1G,armor; weapon 
hora (=horo) X,hour; o'clock; time ((clock) time) 
horario,timetable 
Hordea 1+,barley 
horibili 1++,horrible 
horido,bristling 
horizo 1++G,horizon; horizontal; across; boundary; lie (down); limit (n); lying down 
horizon (=horizo) GX,boundary; horizon; limit (n); lying down 
horizona (=horizo) 1GX,horizon 
horizonta (=horizo) 1GX,horizontal; lying down 
horizontali (=horizo) GX,horizontal; across 
hormo 1G,rouse; stir up; urge 
horo 1++,hour; o'clock; time ((clock) time) 
horo-me 1++,clock; watch 
horo-tabla 1++*,timetable 
horo-tabula (=horo-tabla) 1X,timetable 
horologi G,clock; watch 
horologi-me,clockwork 
horta,arouse; urge 
horti 1++,garden; park (n) 
horti-pe 1,gardner 
hosio (prefer sankti) G,holy 
hospi 1++,guest 
hospita 1++,entertain; hospitable; hospitality; lodge (v) 
hospitali,hospital 
hosta +,host 
hostili,hostile 
hoteli 1++,hotel 
humani +,humane; kind 
humerus,upper arm bone 
humidi 1++,humid; humidity; damp; dampness; moist; moisture; wet (v) 
humili 1+,humble; humility; lowly 
humori (=humoro) 1GX,humor 
humoro 1++G,humor; humour; disposition 
humus +,earth 
hurakan,hurricane 
iati G,heal; medicine 
iatri 1+G,doctor (medical); healer; heal 
id 1++,it; its 
id es 1+,it is; i.e. 
idaeus 1+G,raspberry 
idea 1++G,idea; thought; mental image; notion 
idem,same; the same 
idili,rustic poem 
idio 1++G,unique; private; especial; identity; individual; own (adj); of his/her/its own (particular); particular; peculiar; separate (adj); special 
idio dice 1+,accent 
idio sito 1+G,diet 
idio-ergo 1,task 
idio-stori 1++,version 
idioma G,strange language 
idioti 1G,idiot 
idmo G,expert (adj) 
idolatri G,idolize 
idoli 1+G,idol; image 
idolo (=idoli) GX,idol; image 
iglu 1,igloo 
ignaro,ignorant 
ignavo +,cowardly 
ignavo-pe +,coward 
igni 1,fire; ignite; kindle; light (make fire) 
ignora 1,ignore; not know 
igresi,enter; entrance 
ikneumo G,tracker 
ikno 1++G,track; footprint; Ichno-; track (v); trail 
ikono 1+,icon; idol; image 
ikti 1G,fish (n) 
il es 1,there is; there's; there are 
Ilex 1+,holly; holm-oak 
ili 1,mud 
iloto,dirty; unwashed 
ilumina,illuminate 
ilusio 1+,deception; illusion 
imagi 1++,image; picture (v) 
imagina 1++,imagine; fancy; grasp (can imagine); imaginary; imagination; picture; image 
imagine (=imagina) 1X,imagine 
imane,immanent; be within 
imbecili,weak-minded 
imboska,ambush 
imbracia,embrace 
imbri 1,shower (rain) 
imbrika 1+,overlap 
imbroli,entangle 
imbu,wet; inspire 
imedia 1++,immediate; as soon as; at once (immediately); immediately; instantly; straight away; right away 
imerge,dip; plunge 
imita 1+,imitate 
impa 1,imp 
impakti 1++,impact; blow (n); push; shock; stroke 
impare,odd; uneven 
impase,dead-end 
impatie,make impatient 
impedi 1+,impede; hinder; inhibit 
impera 1,emperor 
imperi 1++,command; imperial; rule (authority); empire 
imperio (=imperi) 1X,command; imperial; rule (authority); empire 
impetuoso,impetuous; impulse (emotional) 
impetus,impetus; impulse (physical) 
impinge,strike (hit); hit 
impiri (=imperi) X,command; imperial; rule (authority); empire 
implika,involve 
implora,implore; beseech 
importa 1+,import 
importa 1++,important; considerable; great; importance; be important 
importa mero (=gravi mero) 1X,features 
importa pro (=gravi pro) 1X,concern 
importuna,worry 
imposto,duty (tax); tax 
impregna,impregnate 
impresi 1,impress; impression 
impude 1++,cheeky; disgusting 
impulsi 1+,impulse (emotional); impulse (physical) 
imuni 1++,immune; safe; protected; protect; safety 
in 1++,in; in (local); indoors; inside of; into 
in loka de 1,vice- 
in mari 1+,overboard 
in qi 1,wherein 
in- 1+,(prefix:) in; in (prefix) 
in-fiska 1,excise (fiscal) 
in-ge-gono 1,dove-tailed 
in-kurva 1,concave 
in-lo 1,entry; access (entry); intake; threshold 
in-milita 1,revolt; mutiny; civil war 
in-pe 1,inhabitant 
in-ra 1++,contents 
in-tera 1+,bury 
in-valuta 1++,income 
in-via 1,entry; access (entry) 
inani,useless; vain 
inati,inborn 
incende 1,burn (v) 
incestu +,incestuous; lewd 
incipi,begin 
index (=indexi) X,index; pointer; sign 
indexi 1+,index; pointer; sign 
indi- (prefer intra-),(prefix:) within; within (prefix) 
indigni,indignant; full of anger 
indika 1++,indicate; point to; hint; clue; designate; point (indicate); signal; trace 
indika-ra,cursor (computer) 
individu 1+,individual (n); individual (adj) 
individu-pe 1,individual (n) 
individua (=individu) 1X,individual (adj) 
indole,lazy 
induce,induce 
indulce 1,indulge; pamper 
indulge 1,favor; pleasure; give pleasure 
industri 1++,industry; industrial 
industria (=industri) X,industrial; industry 
inerti 1,inertia; inactive; off; quiescence 
inertia (=inerti) X,quiescence 
infanteri 1,infantry 
infanti 1++,child; infant; kid (child) 
plu infanti 1,children 
infanti-tem 1++,childhood 
inferi (=infra) X,below; beneath; inferior; under 
infernali,infernal 
infiniti 1,infinite; infinity 
infla 1,inflate; swell (v) 
inflexi 1,inflect 
influ 1++,influence; affect 
info 1++,inform; information; announce; data; message; reveal 
info-bileta 1++,label 
informa (=info) 1X,announce 
infra 1++,below; beneath; inferior; under 
infra geo 1,underground 
infra toga 1++,skirt 
infra tunika 1,skirt 
infra- 1+,(prefix:) below; below (prefix); (prefix:) under; under (prefix) 
infra-ka 1+,cellar 
infra-skeleto 1,undercarriage 
infra-tasa 1,saucer 
infuria,infuriate 
infusi,infuse 
ingenio,ingenious 
ingrana 1,put into gear 
ingratia se,ingratiate oneself 
inhibiti 1,inhibit 
inigma (=enigma) 1GX,problem 
initia,introduce 
injekti,inject; throw in 
injuri,injure; wrong (v) 
inkanta,enchant 
inklude 1++,include; enclose; lock up; shut in 
inklude-ra 1+*,enclosure (letter) 
inkognito,unknown 
inkola,resident (n) 
inkontra +,meet (by chance); meeting (by chance) 
inkoragi (=inkoragio) X,encourage; encouragement 
inkoragio +,encourage; encouragement 
inku 1,anvil 
inkubus,nightmare 
inmalia,enmesh 
inocenti +,innocence; innocent 
inoku 1,inoculate 
inokuo,innocuous 
inoskula,join by mouths; inosculate 
inqesta,inquiry 
inqire,inquire 
inscena,put on stage 
insekti 1++,insect 
inserti,insert 
insidio,insidious 
insigni 1++,flag; badge; emblem; ensign; banner 
insignia (=insigni) 1X,badge; emblem; ensign; banner; flag 
insinua,isinuate 
insipidi,tasteless 
insiste,urge 
inspekti,inspect 
inspira 1,inspire 
inspisa,inspisate; thicken 
insta,press (urge); urge 
instala,install 
instanta 1,instantaneous 
instinkti 1,instinct 
instru,instruct; instruction; lesson 
instrumenta (long form of ru) 1++,instrument; implement; tool; utensil; apparatus; tackle (n) 
insula 1+,island; insulate 
insulta,insult 
insura 1++,insurance; insure 
insura polisa 1,insurance policy 
insurge,rebel 
insuri,injure; wrong (v) 
integra 1+,integrate; complete; entire 
intelige 1++,intelligent; cunning; shrewd 
inteligenta 1,wit 
inter 1++,between; among 
inter tem (=inter-tem) 1X,interval 
inter-reti 1++,internet 
inter-reti eko-lo,website 
inter-tem 1,interval 
inter-vali 1,interval; distance 
intera (=in-tera) 1X,bury 
interese 1++,interest; interesting 
interesti (=interese) X,interest 
internatio 1++,international 
interpreta,interpret 
interupti 1,interrupt; interruption 
intestina 1++,intestine; bowels; gut 
intima,intimate; inmost 
intra 1++,inside; below; in (indoors); indoor; indoors; inland; interior; internal; intimate; inward; inwards; under; within 
intra metri 1,as far as 
intra tubi 1,inner tube 
intra via 1,corridor 
intra- 1+,(prefix:) inside; inside (prefix); (prefix:) within; within (prefix) 
intra-duce 1++,introduce; introduction 
intra-lo,interior 
intra-tegu 1+,lining 
intra-ve 1++,shirt; underwear; vest 
intra-via 1,lobby 
intriga 1+,intrigue; plot (intrigue); plot (plan); plot together; scheme 
intrika 1+,entangle; tangle 
intro-,(prefix:) inwards; inwards (prefix) 
introduce (=intra-duce) X,introduce; introduction 
intrude 1+,intrude; interfere; meddle; trespass 
intuiti 1,intuit; intuition 
inunda 1,deluge; flood 
invade,invade; rush into 
inventi 1++,invent 
investi 1++,invest 
investiga,investigate 
invidi (=invidio) 1X,envious; envy; jealous jealousy 
invidio 1++,envious; envy; jealous; jealousy 
invita 1+,invitation; invite 
involve 1++,involve; wrap; wrap in; wrap up 
iodeo 1G,purple; violet 
iodina 1,iodine 
ioni G,ion; charged particle 
iota 1,jot 
ipse,same; self 
ipsi,same; self 
irene 1G,peace 
iride (=iridi) GX,iris; rainbow 
iridi 1+G,iris; rainbow 
irido (=iridi) GX,iris; rainbow 
"iriga (=riga, prefer aqa) X",irrigate 
iris (prefer iridi) G,iris; rainbow 
irita,irritate; vex; make angry 
ironi G,irony 
isa 1,hiss 
iski 1G,hip; thigh 
iskio (=iski) 1GX,hip; thigh 
isko G,check (prevent); hold back 
ismo,principle 
iso 1++G,identical; exactly like; as (equal); equal 
iso ... de 1++,as ... as 
iso rubi de 1,as red as 
iso-tem 1++,contemporary (event); simultaneous 
iso-tem-pe,identical (person) 
isolato,isolated; separated 
Isoptera 1+,termite 
isti,specialist 
istmu 1+,isthmus; neck of land 
istmus (=istmu) XG,isthmus; neck of land 
itera 1++,again; insist; iterate; new (again); re; repeat; repetition; return 
iti 1++,go 
iti (prefer long form itinera) 1,itinerary; journey; travel 
iti per ... 1+,ride 
iti-pe 1,pilgrim 
itinera 1+,itinerary; journey; travel 
ja 1++,yes; agreed!; yeah 
jace 1+,lie down; lie (down) 
jaketa 1+,jacket 
jakula,cast; throw 
jam +,already 
janu 1++,door; doorway; entrance 
janua (=janu) X,door; doorway; entrance 
Januari (prefer meno mo) 1,January 
jardina,garden 
jaz 1,jazz 
jejuno +,fast (v) 
jekti 1,throw; launch; send 
jenta,breakfast (v) 
jeti 1,cast (throw); fling; jet; throw; toss 
jiga,jig 
jingla 1,jingle 
jinz 1,jeans 
jip 1,jeep 
joiel,jewel 
joki 1,jockey 
joko 1++,jest; joke; play a joke ; play (joke) 
joko-nima 1+,nickname 
jokula,juggle 
jovia 1,jolly; jovial 
joviali (=jovia) X,jovial 
ju- (short prefix form of juve) 1++,young 
ju-an 1++,boy; lad; youngster (male) 
ju-bovi 1,calf 
ju-dendro 1G,sapling 
ju-equs 1+,colt (foal); filly (foal); foal 
ju-fe 1++,girl; lass; miss (young woman); youngster (female) 
ju-feli 1,kitten 
ju-kani 1,puppy 
ju-kapra 1,kid (goat) 
ju-ovis 1+,lamb 
ju-pe skola 1,junior school 
ju-zoa 1,cub 
juba,mane 
jubila 1+,jubilation; joy-shout; be merry ; rejoice 
judici 1,trial (court) 
judika 1++,judge (v); criticize; decide; umpire; verdict 
judika anti 1,condemn 
judika-decide 1+,judgement; judgment 
judika-pe 1++,judge (person); magistrate; referee 
judika-ra 1++,justice 
juga 1,join (connection); junction; weld; yoke 
jugla-pe 1+,juggler 
Juglans 1,walnut 
Juli (prefer meno seti) 1,July 
jumper 1,jumper 
jungla 1++,jungle 
Juni (prefer meno sixa) 1,June 
junkti,joined 
junkus,rush (plant) 
jura 1++,oath; swear oath; swear (oath); take an oath; curse 
jurga,quarrel 
juri (=jura) 1X,oath; swear (oath); curse 
juri 1+,jury 
juri-lo 1,jury box 
jurnali 1++,journal; magazine; newspaper 
jurnalisti,journalist 
justi 1++,equitable; fair (equitable); fair (just); impartial; just; just (equitable); just (fair); justice; right (just) 
justifi 1,justify 
juve 1++,young; youth; youthful 
juve-fa 1,brood 
juve-hipo 1,colt (foal); filly (foal); foal 
juve-tem 1,youth; childhood 
juveni (=juve) 1X,young; youth 
juxta,next to; close to 
juxta-,(prefix:) close to; close to (prefix) 
ka 1++,because; as (because); for (because) 
-ka (short affix form of kamera) 1++,room; -room 
ka-co 1++,hence (therefore); so (therefore); therefore 
kabina,cabin (small room) 
kabineta 1,cabinet; adjoining room 
kabla,cable 
kadavero,cadaver; dead body 
kade 1++,fall; cascade; drop (fall); lie down; topple; trip (fall); tumble 
kade-gresi 1,totter 
kaduko,falling 
kaeno G,gape; gaping 
kaeta 1G,bristle; bristly 
kaeto (=kaeta) GX,bristle 
kafa 1++,coffee 
kafe 1++,café 
kafe (=kafa) 1X,coffee 
kaino G,new; recent 
kakafoni (=kako-fono) 1XG,cacophony; clatter; din; noise; tumult 
kakao 1+,cocoa 
kakexi G,bad health 
kakina 1G,loud laugh ; laugh; laughter 
kakisto G,worst 
kako 1++G,bad; evil; nasty; undesirable; very bad ; vicious; vile; wicked 
kako foni (=kako-fono) 1G,cacophony; clatter; din; noise; tumult 
kako sonia 1+,nightmare 
kako zelo (kako-zelo) 1X,envy 
kako- 1+G,(prefix:) bad; bad (prefix); (prefix:) very bad; very bad (prefix) 
kako-akti 1,vice (evil conduct) 
kako-eto G,bad habit 
kako-fono 1++G,cacophony; clatter; din; noise; tumult 
kako-grafo G,bad writing 
kako-munda 1,underworld 
kako-pe 1+G,devil; villain 
kako-zelo 1++,jealous; jealousy; envy; zeal 
kakofoni (=kako-fono) 1G,cacophony; clatter; din; noise; tumult 
kakofono (=kako-fono) 1G,cacophony; clatter; din; noise; tumult 
kaktus,cactus 
kakumini,extreme end 
kalamita,calamity 
kalamus,reed (plant) 
kalaza G,sleet 
kalca 1,shoe 
kalca-pe 1,shoemaker 
kalci 1,kick 
kalci (take glu) 1X,lime 
kalcina,calcine 
kaldiera,boiler 
kaleidoskope G,kaleidoscope; lovely visions ; look at lovely visions 
kalendari,calendar 
kali 1++G,beautiful; decorate; handsome; pretty 
kalia 1G,nest; bird's nest 
kaliba G,hut; steel; iron 
kalibra,calibrate 
kalici 1+G,calyx; cup 
kalido,hot; warm (temperature) 
kalima G,hood 
kalipti 1G,cover; hide 
kalipto (=kalipti) GX,cover; hide 
kalisto (prefer maxi kali) G,most beautiful 
"kalka (=kalko, prefer kupra) 1GX",copper 
kalki 1++,heel 
kalkis G,parasitic wasp 
kalko 1G,copper 
kalku (=kalki) 1X,heel 
kalkula 1+,calculate; pebble 
kalma 1++G,calm; soothe 
kalo-tipa G,woodpecker 
kalori 1+,heat; hot 
kalta,marsh marigold 
kalu 1+,corn (hard skin); hard skin; callus 
kalumni,calumniate 
kaluna,heather 
kalus (=kalu) X,corn (hard skin); hard skin; callus 
kalva,bald 
kalvari,skull 
kamae (=kame) GX,on ground; ground (earth) 
kambio 1++,exchange 
kame G,on ground; ground (earth) 
Kamelus 1++,camel 
kamera 1++,room; accomodate; apartment; camera (apparatus); camera (room); chamber; hall 
kamera-fa 1++,apartment; flat (apartment) 
kamerada 1+,comrade; companion; fellow; mate (fellow) 
kameradi (=kamerada) X,comrade; fellow; mate (fellow) 
kamina +,fireplace; chimney 
kamiona 1,van 
kamisa +,chemise; shirt 
kampa G,caterpillar 
kampa (=kampu) 1X,camp 
kampani 1+,bell 
kampania 1+,campaign 
kampestri,about fields ; of fields 
kampilo (prefer kurva) 1G,bend (n); bend (v); curve (n) 
kampo (=kampu) 1X,camp; field 
kampto (prefer kurva) G,bend (n); curve (n) 
kampu 1++,camp; field 
kamuflage,camouflage 
kana 1+,cane (stick); reed; stick (cane) 
kanabino G,lean (thin); slender 
kanabis,hemp 
kanako G,clang; ring (sound) 
kanali 1++,canal; channel; ditch; drain; groove; gutter; furrow 
Kanari 1,canary 
kanava 1++,canvas (cloth) 
kancela 1++,cancel; grating (n); gril; grille; lattice 
kanceli (=kancela) X,cancel; lattice 
kancera 1++,cancer; crab; lattice 
kanceri (=kancera) X,cancer; crab; lattice 
kancero (=kancera) X,cancer; crab; lattice 
kande,shine white 
kandela 1++,candle; candle (sparking plug); sparking plug (candle) 
kandi 1++,glow 
kandi-cinera 1+*,embers 
kandida +,candid; shining; frank (adj) 
kandidato +,candidate 
kanesce,gray; grey; hoary; becoming gray 
Kangaru 1,kangaroo 
kani 1++,canine; dog 
kani grega 1,pack of hounds 
kani-do 1,kennel 
kanis (=kani) 1X,canine; dog 
kanoe 1+,canoe 
kanona 1++,cannon 
kanoni,rule (standard); standard 
kanoro,singing 
kanta 1++,cantata; sing; song 
kanta a Teo 1G,psalm 
plu kanta-pe 1,choir 
kantina,canteen 
kanto,eye-corner 
kanuto,ashy; hoary; gray; grey 
kaos G,chaos 
kapacio,capacious 
kapacita 1,capacity; capability 
kapela 1,chapel 
kapila 1++,hair 
kapila-pe 1,hairdresser; barber 
kapiro G,dry 
kapita,cape (garment) 
kapita (take kefa) 1X,head 
kapitala 1++,capital (city) 
kapitali 1++,capital (money) 
kapitalismo,capitalism 
kapitana 1++,captain; skipper 
kapitano (=kapitana) 1X,captain; skipper 
kapitula 1++,chapter; capitulate 
kapno 1G,smoke 
kapo 1++,cape (land) 
kapota 1+,bonnet; hood 
kapra (=kapri) 1X,goat 
kapri 1++,goat 
kaprimulgus,goat milker; goatherd; goat sucker 
kapsa (=kapsu) X,box; capsule; parcel 
kapsu 1++,capsule; parcel; box 
kapsula,box (small) 
kapti 1++,catch; capture; grasp; seize; seizure; snare 
kapti piski 1++,angle (v) 
kapti sito 1,bait 
kapti-me 1,trap 
kaptiva,captivate 
kara (=karo) X,dear 
karakteri 1++G,character; temperament; trait 
karamela 1+,caramel; toffee 
karavana 1,caravan 
karbo 1++,coal 
karbo ligni 1,charcoal 
karboni 1+,carbon (C) 
karce (=karcera) 1X,cage; imprison; incarcerate; jail; prison 
karcera 1++,prison; cage; imprison; incarcerate; jail 
karcera-pe 1+,prisoner 
karcino G,crab; cancer 
karcinoma,carcinoma; cancerous ulcer 
karda (=karta) X,card 
kardia 1++G,heart; core; hearty; warm (emotional) 
kardina 1++,hinge 
Kardueli 1+,linnet 
kardus,thistle 
Karduus (=kardus) X,thistle 
karesa 1++,caress; massage; stroke (caress); rub (caress); pet (caress) 
kareta 1++,cart 
karex,sedge 
kargo 1++,load; burden; cargo; charge; charge (load); duty; job; load (charge); pack (charge); task 
kargo vagona (=kargo-vagona) 1X,lorry; truck 
kargo-lo 1,wharf 
kargo-va (=kargo-vagona) 1X,lorry; truck 
kargo-vagona 1++,lorry; truck 
kari 1,curry 
karie,rot 
kariera +,career 
karikatura,caricature 
karilona,carillon 
karina 1+,boat keel; keel 
kario 1G,kernel; nut 
karis G,loveliness 
Karis 1,shrimp 
karisimo 1,darling 
karisma G,charisma 
karita 1+G,charity 
karito,high price 
karkaro G,jagged 
karni 1++,flesh; meat 
karni-lipo 1+,fat (suet); suet 
karni-liqi 1,gravy 
karni-pe 1,butcher 
karo 1++,dear 
karops G,glad-eyed 
karota,carrot 
karpe 1++,harvest; crop; pluck (harvest); reap 
u karpe 1++,crop 
karpento,carriage; coach (car) 
karpo G,fruit 
karpu 1++,wrist; carpus 
karpu-horo-me 1+,wrist watch 
karpu-zo 1+,bracelet 
karpus (=karpu) X,wrist 
karta 1++,card 
kartilago 1,cartilage; gristle 
kartilagino (=kartilago) X,gristle 
kartona 1++,cardboard; carton 
kasa 1,cash-box; cash-register; till (cash) 
kasa,cottage; house 
kasea 1++,cheese 
kaserna,barracks 
kaserola 1+,saucepan 
kasida,helmet 
kasikuli,net (small); web 
kaskada,cascade 
kasko,old 
kasma (=kasmo) GX,chasm 
kasmo 1+G,chasm; yawn 
kaso 1++,"case (example, at court, condition, event); in the case of "
kastanea 1+,chestnut 
kastela 1++,castle; fort 
kastelum (=kastela) X,castle; fort 
kastiga,punish 
kasto,pure 
kastor (=kastora) X,beaver 
kastora 1+,beaver 
kastra,castrate 
kasuali,casual 
kata 1++G,down (adverb); downwards; sink; swoop 
kata- 1+G,(prefix:) downwards; downwards (prefix) 
katagma,flock of wool 
kataklismo G,flood 
katalepsi G,fit (seizure); seizure; seizure (medical) 
katalisi 1+G,catalysis; advantage; aid; help 
katalizi (=katalisi) 1X,advantage 
kataloga 1+G,catalogue; list 
katalogo (=kataloga) GX,catalogue 
kataplasma G,poultice 
katapulta 1G,catapult 
katar G,catarrh 
katarakta G,cataract 
katari 1G,clean (adj); clean (v); pure 
katastrofi G,catastrophe 
katedra (=katedrali) GX,cathedral 
katedrali 1+G,cathedral 
kategori G,category 
katekiza G,catechize 
katena 1++,chain 
